序号,提交答卷时间,所用时间,来源,来源详情,来自IP,Your Staff ID 员工号:,How is your physical condition today (今天身体感觉如何)？,Your Work Status Today 您今天的工作状态：,Your working hours today 您今天的工作小时数,Your Plan for Tomorrow 您明天的工作计划：,Your planned working hours tomorrow 您明天计划的工作小时数,"Anything(feeling, suggestion, difficulties) you would like say or draw attention to leadership team today (Optional) 你今天希望跟管理层沟通的内容（情绪、建议、遇到的困难等等，可以是任何内容），可选填"
1779,2020/2/12 9:58:43,22秒,微信,N/A,113.119.29.109(广东-广州),45039550,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1780,2020/2/12 9:58:44,23秒,微信,N/A,113.74.126.44(广东-珠海),45014201,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1781,2020/2/12 9:59:13,17秒,微信,N/A,113.65.205.24(广东-广州),43898724,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1782,2020/2/12 9:59:37,16秒,微信,N/A,121.32.183.58(广东-广州),44078853,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1783,2020/2/12 10:00:10,26秒,微信,N/A,116.23.55.39(广东-广州),44063798,Feeling well and healthy,Work from home,10,Work from home,10,(空)
1784,2020/2/12 10:03:02,25秒,微信,N/A,218.20.9.45(广东-广州),43813579,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1785,2020/2/12 10:03:40,21秒,微信,N/A,113.111.9.241(广东-广州),44115713,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1786,2020/2/12 10:04:26,17秒,微信,N/A,120.230.129.135(广东-广州),45057348,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1787,2020/2/12 10:04:27,33秒,微信,N/A,120.229.84.68(广东-深圳),45058593,Feeling well and healthy,Work from home,9,Work from home,9,(空)
1788,2020/2/12 10:05:56,100秒,微信,N/A,126.255.40.10(国外-日本),44113038,Feeling well and healthy,No working - Annual Leave,(跳过),Work from home,9,(空)
1789,2020/2/12 10:06:00,26秒,微信,N/A,116.199.51.4(广东-广州),43921020,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1790,2020/2/12 10:07:38,15秒,微信,N/A,119.131.143.163(广东-广州),44084864,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1791,2020/2/12 10:09:41,42秒,微信,N/A,113.71.231.141(广东-佛山),44083217,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1792,2020/2/12 10:15:44,30秒,微信,N/A,121.32.154.246(广东-广州),43367643,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1793,2020/2/12 10:16:27,21秒,微信,N/A,116.5.8.16(广东-佛山),44116444,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1794,2020/2/12 10:18:59,17秒,微信,N/A,58.63.0.81(广东-广州),45060754,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1795,2020/2/12 10:23:13,16秒,微信,N/A,183.54.193.53(广东-广州),43657984,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1796,2020/2/12 10:24:25,73秒,微信,N/A,113.66.106.224(广东-广州),44065819,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1797,2020/2/12 10:25:11,29秒,微信,N/A,119.129.54.101(广东-广州),43714529,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1798,2020/2/12 10:30:25,24秒,微信,N/A,110.88.224.174(福建-龙岩),43837194,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1799,2020/2/12 10:39:57,17秒,微信,N/A,120.235.14.104(广东-广州),43892834,Feeling well and healthy,No working - Annual Leave,(跳过),No working - Annual Leave,(跳过),(空)
1800,2020/2/12 10:40:25,26秒,微信,N/A,120.227.111.104(湖南-郴州),45079618,Feeling well and healthy,Others - please specify〖intern〗,(跳过),Others - please specify〖intern〗,(跳过),(空)
1801,2020/2/12 10:42:44,28秒,微信,N/A,59.41.92.186(广东-广州),43440174,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1802,2020/2/12 10:43:40,22秒,微信,N/A,113.66.55.145(广东-广州),43993248,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1803,2020/2/12 10:45:56,20秒,微信,N/A,116.76.14.190(广东-深圳),44128899,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1804,2020/2/12 10:54:41,29秒,微信,N/A,223.73.116.92(广东-广州),43990189,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1805,2020/2/12 10:56:07,28秒,微信,N/A,58.62.28.179(广东-广州),43677051,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1806,2020/2/12 11:00:28,20秒,微信,N/A,103.27.26.205(广东-东莞),45048198,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1807,2020/2/12 11:02:36,26秒,微信,N/A,116.23.121.148(广东-广州),43534006,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1808,2020/2/12 11:07:34,20秒,微信,N/A,59.42.110.139(广东-广州),44043672,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1809,2020/2/12 11:14:51,21秒,微信,N/A,117.136.12.122(广东-佛山),44020765,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1810,2020/2/12 11:29:41,30秒,微信,N/A,42.2.124.38(香港-未知),43872298,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1811,2020/2/12 11:30:47,25秒,微信,N/A,59.42.86.197(广东-广州),44129170,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1812,2020/2/12 11:32:51,35秒,微信,N/A,113.214.194.112(浙江-杭州),43925352,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1813,2020/2/12 12:02:03,26秒,微信,N/A,113.109.77.77(广东-广州),43840881,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1814,2020/2/12 12:31:51,50秒,微信,N/A,27.3.74.215(国外-越南),45036976,Feeling well and healthy,Work from home,10.18,Work from home,10.18,(空)
1815,2020/2/12 12:44:31,23秒,微信,N/A,103.27.25.237(广东-东莞),43402513,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1816,2020/2/12 13:38:19,19秒,微信,N/A,119.129.116.80(广东-广州),43845168,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1817,2020/2/12 14:24:42,20秒,微信,N/A,59.35.86.119(广东-汕头),45057737,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1818,2020/2/12 14:56:47,58秒,微信,N/A,163.177.139.154(广东-广州),43840876,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1819,2020/2/13 0:42:44,22秒,微信,N/A,58.63.138.115(广东-广州),43820983,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1820,2020/2/13 0:43:11,23秒,微信,N/A,1.202.186.26(北京-北京),45056221,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1821,2020/2/13 0:43:30,44秒,微信,N/A,112.1.136.228(江苏-泰州),45079629,Feeling well and healthy,Others - please specify〖No working - for intern〗,(跳过),Others - please specify〖No working - for intern〗,(跳过),(空)
1822,2020/2/13 0:45:07,29秒,微信,N/A,120.230.129.167(广东-广州),43798007,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1823,2020/2/13 0:46:29,17秒,微信,N/A,59.42.111.97(广东-广州),44081944,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1824,2020/2/13 0:48:28,27秒,微信,N/A,116.23.55.39(广东-广州),44063798,Feeling well and healthy,Work from home,12,Work from home,12,(空)
1825,2020/2/13 0:53:09,91秒,微信,N/A,113.69.39.65(广东-佛山),44129177,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1826,2020/2/13 0:53:15,32秒,微信,N/A,14.28.163.170(广东-深圳),43784539,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1827,2020/2/13 0:54:46,18秒,微信,N/A,113.103.5.223(广东-广州),43815874,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1828,2020/2/13 1:39:05,18秒,微信,N/A,59.35.86.119(广东-汕头),45057737,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1829,2020/2/13 3:27:23,32秒,微信,N/A,112.96.109.30(广东-广州),44129170,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1830,2020/2/13 6:33:51,21秒,微信,N/A,120.235.11.233(广东-广州),43728644,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1831,2020/2/13 6:47:12,24秒,微信,N/A,223.104.98.95(海南-未知),45057707,Feeling well and healthy,Work from home,9,Others - please specify〖9〗,(跳过),(空)
1832,2020/2/13 6:48:29,27秒,微信,N/A,223.73.116.92(广东-广州),43990189,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1833,2020/2/13 7:19:20,26秒,微信,N/A,223.73.197.26(广东-广州),43682095,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1834,2020/2/13 7:21:42,21秒,微信,N/A,183.200.182.42(山西-大同),43799486,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1835,2020/2/13 7:22:48,23秒,微信,N/A,120.230.76.152(广东-广州),43728642,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1836,2020/2/13 7:27:41,28秒,微信,N/A,183.63.97.138(广东-广州),43165040,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1837,2020/2/13 7:33:32,23秒,微信,N/A,113.119.157.11(广东-广州),43167031,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1838,2020/2/13 7:36:22,33秒,微信,N/A,203.160.80.167(香港-未知),44108133,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1839,2020/2/13 7:41:41,24秒,微信,N/A,121.32.35.183(广东-广州),43857457,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1840,2020/2/13 7:50:37,58秒,微信,N/A,113.65.130.204(广东-广州),43206205,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1841,2020/2/13 7:57:13,28秒,微信,N/A,42.2.124.38(香港-未知),43872298,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1842,2020/2/13 8:00:10,23秒,微信,N/A,175.168.232.233(辽宁-沈阳),43919523,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1843,2020/2/13 8:07:03,18秒,微信,N/A,113.103.5.160(广东-广州),45060966,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1844,2020/2/13 8:07:21,17秒,微信,N/A,117.136.31.225(广东-广州),43657984,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1845,2020/2/13 8:18:00,24秒,微信,N/A,223.73.121.234(广东-广州),44129176,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1846,2020/2/13 8:19:20,41秒,微信,N/A,119.129.73.88(广东-广州),43714529,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1847,2020/2/13 8:19:49,19秒,微信,N/A,119.32.73.196(广东-广州),45064974,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1848,2020/2/13 8:20:58,20秒,微信,N/A,103.27.25.43(广东-东莞),43402513,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1849,2020/2/13 8:21:24,19秒,微信,N/A,119.129.55.83(广东-广州),43188169,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1850,2020/2/13 8:25:11,29秒,微信,N/A,117.136.41.74(广东-广州),45027222,Feeling well and healthy,Work from home,14,Work from home,14,(空)
1851,2020/2/13 8:30:05,20秒,微信,N/A,121.8.239.144(广东-广州),43431908,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1852,2020/2/13 8:30:39,40秒,微信,N/A,121.32.71.120(广东-广州),44074215,Feeling well and healthy,Others - please specify〖Maternity leave〗,(跳过),Others - please specify〖Maternity leave〗,(跳过),(空)
1853,2020/2/13 8:31:14,22秒,微信,N/A,113.119.28.251(广东-广州),43281397,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1854,2020/2/13 8:32:52,31秒,微信,N/A,120.230.115.171(广东-广州),45013281,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1855,2020/2/13 8:32:53,24秒,微信,N/A,117.136.31.222(广东-广州),43992018,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1856,2020/2/13 8:33:03,18秒,微信,N/A,219.137.140.224(广东-广州),43864498,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1857,2020/2/13 8:33:50,46秒,微信,N/A,183.40.233.168(广东-广州),43440174,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1858,2020/2/13 8:33:57,18秒,微信,N/A,113.111.8.22(广东-广州),44113273,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1859,2020/2/13 8:34:39,32秒,微信,N/A,58.61.244.128(广东-广州),43220831,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1860,2020/2/13 8:35:03,35秒,微信,N/A,121.8.206.22(广东-广州),43877251,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1861,2020/2/13 8:36:28,62秒,微信,N/A,120.230.161.57(广东-江门),45067599,Feeling well and healthy,Work from home,10,Work from home,10,(空)
1862,2020/2/13 8:38:04,46秒,微信,N/A,116.23.16.112(广东-广州),43910465,Feeling well and healthy,Work from home,7,Work from home,7,(空)
1863,2020/2/13 8:38:24,41秒,微信,N/A,113.214.194.112(浙江-杭州),43925352,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1864,2020/2/13 8:38:38,24秒,微信,N/A,120.230.122.161(广东-广州),45083381,Feeling well and healthy,Work from home,9,Work from home,9,(空)
1865,2020/2/13 8:39:53,19秒,微信,N/A,61.140.93.184(广东-广州),43425318,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1866,2020/2/13 8:44:04,42秒,微信,N/A,113.65.204.100(广东-广州),45031738,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1867,2020/2/13 8:46:00,19秒,微信,N/A,113.111.11.64(广东-广州),44115713,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1868,2020/2/13 8:47:23,32秒,微信,N/A,223.104.64.203(广东-未知),44050485,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1869,2020/2/13 8:51:09,27秒,微信,N/A,113.111.54.194(广东-广州),44125886,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1870,2020/2/13 8:53:05,26秒,微信,N/A,113.66.10.91(广东-广州),45049396,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1871,2020/2/13 8:56:49,28秒,微信,N/A,14.223.179.90(广东-佛山),45053323,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1872,2020/2/13 8:57:21,70秒,微信,N/A,27.3.74.215(国外-越南),45036976,Feeling well and healthy,Work from home,10.18,Work from home,10.18,(空)
1873,2020/2/13 9:00:19,24秒,微信,N/A,120.230.116.249(广东-广州),43988222,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1874,2020/2/13 9:00:31,18秒,微信,N/A,14.213.158.157(广东-佛山),43731181,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1875,2020/2/13 9:01:46,31秒,微信,N/A,121.32.154.246(广东-广州),43367643,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1876,2020/2/13 9:03:26,19秒,微信,N/A,113.12.154.43(广西-南宁),43917181,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1877,2020/2/13 9:03:49,36秒,微信,N/A,220.198.208.52(广东-广州),43870755,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1878,2020/2/13 9:04:44,22秒,微信,N/A,223.104.64.244(广东-广州),45057903,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1879,2020/2/13 9:05:21,20秒,微信,N/A,113.109.39.227(广东-广州),43619329,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1880,2020/2/13 9:06:23,14秒,微信,N/A,110.88.224.174(福建-龙岩),43837194,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1881,2020/2/13 9:06:45,29秒,微信,N/A,59.42.25.199(广东-广州),45071071,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1882,2020/2/13 9:08:46,32秒,微信,N/A,113.64.96.129(广东-梅州),43228436,Feeling well and healthy,Work from home,8,Work from home,8,无
1883,2020/2/13 9:08:49,72秒,微信,N/A,14.219.228.91(广东-东莞),44037652,Feeling well and healthy,Work from home,8,No working - Annual Leave,(跳过),(空)
1884,2020/2/13 9:09:34,31秒,微信,N/A,103.27.26.39(广东-东莞),44020765,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1885,2020/2/13 9:09:50,27秒,微信,N/A,61.140.242.236(广东-广州),44062967,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1886,2020/2/13 9:11:32,35秒,微信,N/A,120.230.120.51(广东-广州),45015800,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1887,2020/2/13 9:11:35,27秒,微信,N/A,113.109.77.77(广东-广州),43840881,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1888,2020/2/13 9:11:44,31秒,微信,N/A,163.204.7.202(广东-汕头),43743142,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1889,2020/2/13 9:13:25,35秒,微信,N/A,113.100.39.216(广东-清远),45012900,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1890,2020/2/13 9:14:00,27秒,微信,N/A,116.199.102.158(广东-广州),45077109,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1891,2020/2/13 9:14:51,24秒,微信,N/A,112.96.109.76(广东-广州),45060740,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1892,2020/2/13 9:15:21,22秒,微信,N/A,116.20.112.45(广东-佛山),43886085,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1893,2020/2/13 9:15:28,27秒,微信,N/A,113.66.55.145(广东-广州),43993248,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1894,2020/2/13 9:15:32,17秒,微信,N/A,113.71.229.232(广东-佛山),44083217,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1895,2020/2/13 9:16:02,21秒,微信,N/A,119.131.153.154(广东-广州),44084864,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1896,2020/2/13 9:17:11,23秒,微信,N/A,120.227.111.104(湖南-郴州),45079618,Feeling well and healthy,Others - please specify〖intern〗,(跳过),Others - please specify〖intern〗,(跳过),(空)
1897,2020/2/13 9:17:35,33秒,链接,直接访问,183.67.62.207(重庆-重庆),45086449,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1898,2020/2/13 9:18:14,83秒,微信,N/A,58.63.139.232(广东-广州),44111913,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1899,2020/2/13 9:19:20,31秒,微信,N/A,113.70.221.217(广东-佛山),44116444,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1900,2020/2/13 9:20:29,24秒,微信,N/A,120.229.84.75(广东-深圳),45058593,Feeling well and healthy,Work from home,9,Work from home,9,(空)
1901,2020/2/13 9:21:17,30秒,微信,N/A,113.74.126.44(广东-珠海),45014201,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1902,2020/2/13 9:21:59,48秒,微信,N/A,58.62.135.79(广东-广州),43594879,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1903,2020/2/13 9:22:17,336秒,微信,N/A,27.46.132.241(广东-广州),43792531,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1904,2020/2/13 9:22:46,59秒,微信,N/A,117.182.34.36(广西-钦州),45044663,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1905,2020/2/13 9:23:16,21秒,微信,N/A,120.85.147.247(广东-广州),43840876,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1906,2020/2/13 9:23:20,37秒,微信,N/A,121.32.180.242(广东-广州),44078853,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1907,2020/2/13 9:24:03,47秒,微信,N/A,116.22.53.99(广东-广州),44065819,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1908,2020/2/13 9:24:22,19秒,微信,N/A,113.109.77.77(广东-广州),43840881,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1909,2020/2/13 9:25:18,23秒,微信,N/A,120.235.21.150(广东-广州),43990036,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1910,2020/2/13 9:27:18,357秒,微信,N/A,125.102.198.155(国外-日本),44113038,Feeling well and healthy,Work from home,9,Work from home,9,(空)
1911,2020/2/13 9:27:24,24秒,微信,N/A,112.97.208.254(广东-东莞),45079710,Feeling well and healthy,No working - Annual Leave,(跳过),No working - Annual Leave,(跳过),(空)
1912,2020/2/13 9:27:36,91秒,微信,N/A,112.96.38.71(广东-广州),45020652,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1913,2020/2/13 9:28:21,34秒,微信,N/A,58.62.28.179(广东-广州),43677051,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1914,2020/2/13 9:28:27,53秒,微信,N/A,183.160.190.29(安徽-合肥),45079625,Feeling well and healthy,Others - please specify〖No working - for intern only〗,(跳过),Others - please specify〖No working - for intern only〗,(跳过),(空)
1915,2020/2/13 9:28:49,17秒,微信,N/A,223.192.192.154(广东-广州),45062908,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1916,2020/2/13 9:29:17,26秒,微信,N/A,113.119.29.109(广东-广州),45039550,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1917,2020/2/13 9:29:18,65秒,微信,N/A,113.109.122.208(广东-广州),43610711,No fever but feel uncomfortable,Work from home,8,Work from home,8,(空)
1918,2020/2/13 9:29:41,35秒,微信,N/A,14.209.8.221(广东-肇庆),43278955,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1919,2020/2/13 9:29:51,91秒,微信,N/A,223.104.65.167(广东-未知),43884690,Others - Please specify:〖No fever but toothache〗,Work from home,8,Work from home,8,(空)
1920,2020/2/13 9:30:20,72秒,微信,N/A,120.230.79.102(广东-广州),43896175,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1921,2020/2/13 9:31:47,20秒,微信,N/A,113.64.16.135(广东-揭阳),45057233,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1922,2020/2/13 9:31:50,41秒,微信,N/A,120.235.21.99(广东-广州),43485466,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1923,2020/2/13 9:32:27,21秒,微信,N/A,125.102.198.155(国外-日本),44113038,Feeling well and healthy,Work from home,9,Work from home,9,(空)
1924,2020/2/13 9:32:36,22秒,微信,N/A,218.20.9.45(广东-广州),43813579,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1925,2020/2/13 9:32:53,19秒,微信,N/A,112.96.135.137(广东-广州),43887682,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1926,2020/2/13 9:33:21,26秒,微信,N/A,112.96.109.189(广东-广州),44122501,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1927,2020/2/13 9:33:28,18秒,微信,N/A,183.4.29.42(广东-汕头),45058400,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1928,2020/2/13 9:33:45,43秒,微信,N/A,183.6.159.242(广东-广州),43878583,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1929,2020/2/13 9:34:21,53秒,微信,N/A,123.129.116.40(山东-东营),44019771,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1930,2020/2/13 9:34:48,14秒,微信,N/A,219.137.118.208(广东-广州),45071568,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1931,2020/2/13 9:35:31,18秒,微信,N/A,112.96.109.171(广东-广州),45018085,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1932,2020/2/13 9:37:12,24秒,微信,N/A,58.63.0.74(广东-广州),45060754,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1933,2020/2/13 9:37:45,15秒,微信,N/A,117.136.41.50(广东-广州),45057348,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1934,2020/2/13 9:38:06,21秒,微信,N/A,103.27.25.79(广东-东莞),43639221,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1935,2020/2/13 9:38:51,70秒,微信,N/A,223.104.65.24(广东-惠州),44112163,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1936,2020/2/13 9:40:27,24秒,微信,N/A,14.223.180.235(广东-佛山),43870777,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1937,2020/2/13 9:40:43,30秒,微信,N/A,140.243.115.75(福建-泉州),44017476,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1938,2020/2/13 9:41:33,16秒,微信,N/A,219.137.118.152(广东-广州),43430051,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1939,2020/2/13 9:42:01,16秒,微信,N/A,218.19.169.189(广东-广州),45028549,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1940,2020/2/13 9:42:03,21秒,微信,N/A,223.73.53.126(广东-广州),44033531,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1941,2020/2/13 9:43:30,27秒,微信,N/A,104.238.63.27(国外-日本),43781654,Feeling well and healthy,No working - Annual Leave,(跳过),No working - Annual Leave,(跳过),(空)
1942,2020/2/13 9:44:15,24秒,微信,N/A,113.65.205.24(广东-广州),43898724,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1943,2020/2/13 9:45:23,22秒,微信,N/A,59.41.157.24(广东-广州),45036594,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1944,2020/2/13 9:46:23,22秒,微信,N/A,116.199.51.4(广东-广州),43921020,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1945,2020/2/13 9:48:44,65秒,微信,N/A,183.62.57.192(广东-广州),43974384,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1946,2020/2/13 9:49:28,30秒,微信,N/A,112.96.109.52(广东-广州),43334347,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1947,2020/2/13 9:50:08,33秒,微信,N/A,120.239.73.164(广东-广州),45040583,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1948,2020/2/13 9:50:56,28秒,微信,N/A,119.129.119.18(广东-广州),43845168,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1949,2020/2/13 9:51:13,18秒,微信,N/A,112.97.177.82(广东-东莞),43912564,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1950,2020/2/13 9:51:31,24秒,微信,N/A,183.62.57.192(广东-广州),43974384,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1951,2020/2/13 9:55:23,18秒,微信,N/A,103.27.25.250(广东-东莞),44108139,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1952,2020/2/13 9:59:06,30秒,微信,N/A,223.233.46.239(国外-印度),43883153,Feeling well and healthy,Work from home,9,Work from home,9,(空)
1953,2020/2/13 10:02:01,32秒,微信,N/A,183.48.20.42(广东-广州),44061627,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1954,2020/2/13 10:04:02,23秒,微信,N/A,120.230.76.146(广东-广州),43675743,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1955,2020/2/13 10:04:42,41秒,微信,N/A,219.137.142.241(广东-广州),43812312,Feeling well and healthy,Work from home,8,Work from home,8,CNVPN is very unstable
1956,2020/2/13 10:06:16,44秒,微信,N/A,223.104.63.94(广东-未知),43534006,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1957,2020/2/13 10:06:26,20秒,微信,N/A,121.32.153.82(广东-广州),43685018,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1958,2020/2/13 10:06:49,481秒,微信,N/A,113.67.167.137(广东-广州),44035459,Others - Please specify:〖感冒发热症状已基本消失，感觉良好〗,Work from home,8,Work from home,8,"谢谢老板的关心！
我前几天的感冒发热症状已基本消失，感觉良好，应该已经好了。
如病情有反复，我会立即去医院检查的。"
1959,2020/2/13 10:10:44,52秒,微信,N/A,121.229.166.104(江苏-南京),45065326,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1960,2020/2/13 10:11:25,22秒,微信,N/A,121.32.180.208(广东-广州),43701247,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1961,2020/2/13 10:16:10,21秒,微信,N/A,223.73.89.216(广东-佛山),43646405,Feeling well and healthy,Work from home,8,Work from home,8,(空)
